annotator,n,exact_pct,within_1pt_pct,within_2pt_pct,same_sign_pct,opposite_sign_pct,zero_mismatch_pct,mae
sarah_anno,77,66.23376623376623,79.22077922077922,83.11688311688312,81.81818181818181,2.5974025974025974,15.584415584415584,0.935064935064935
swastik_anno,100,57.0,77.0,84.0,76.0,2.0,22.0,1.01
navita_anno,99,48.484848484848484,57.57575757575758,62.62626262626262,56.56565656565657,10.1010101010101,33.333333333333336,1.9494949494949494
all,276,56.52173913043478,70.65217391304348,76.08695652173913,70.65217391304348,5.072463768115942,24.27536231884058,1.326086956521739
